"country_code"	"name"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"
4	"Afghanistan"	-0.00268429785076324	-0.00249699923117394	-0.00227934774185019	-0.00204812793426329	-0.0018156034961624	-0.0934791770735489	-0.265858680949052	-0.147905664136549	0.277657182862817	-0.0351764717455682	0.00665960682406134	-0.0297388806619885
8	"Albania"	-0.00380489242800882	-0.00316659437163387	-0.00271924953160587	-0.00234860764167141	-0.00205800372703446	-0.00181406680645119	0.00819189578963688	0.008349767538573	-0.113385372635327	-0.0903373519666407	-0.0876821662549607	-0.0470891359237578
12	"Algeria"	-0.0349874163782861	-0.0193457770901179	-0.0252058986552024	-0.00950075968492573	-0.0186354708422348	-0.0148513239895931	-0.00513473440380907	-0.00652165054662368	-0.00395092049042619	-0.00259917436746607	-0.00182247806385287	-0.00144277671297492
16	"American Samoa"	-0.138511907905159	-0.164213944991373	-0.0227863282030782	-0.026022620971171	-0.0673457423420783	-0.0699251637043966	0.0431353216662558	0.0201034473972533	-0.0386021596802993	-0.0528615198396187	-0.0898091165119432	-0.151225535801884
20	"Andorra"	0.439890269485235	0.379101245262588	0.306321753391979	0.229313783623524	0.175995716462787	0.0838598319546669	0.167623325846435	0.177545574814449	0.140577131221221	0.00568484354934695	0.217740332420985	-0.0545165778166283
24	"Angola"	0	-0.0165085898550565	-0.0271845199787031	-0.0370193018161555	-0.0149210023402153	0.0021024076673173	0.0306588551920149	-0.016574897121975	0.0138152849994639	-0.0104343247292513	0.0123657354112373	0.00495672970682001
28	"Antigua and Barbuda"	0.00403878965897065	-0.084830168595921	-0.0311442731478941	-0.0272408764018574	-0.0439657941837874	-0.0504238083548727	-0.125745010739534	-0.116041007544415	0.0422737699092172	0.064682731276244	-0.00363177416031321	-0.00111427360261612
31	"Azerbaijan"	0.00343025217222255	0.01753115409199	0.0170423016150537	0.0110193571321111	0.0028233967277952	-0.00493905998739681	-0.00662265837550028	-0.017793691350768	-0.0146293848973665	-0.0154147459092403	0.00131255711255667	0.00124424907028729
32	"Argentina"	0.0180754486719939	0.00739526000809781	0.00606090051017266	0.00560693577057711	0.0120941515518965	-0.00843867516942462	0.00284493655524769	0.00395512006607424	0	-0.00143541351162777	-0.00487764336769082	-0.00517485395178733
36	"Australia"	0.0535986990396882	0.0431128392336595	0.0372111149197733	0.0750159372646631	0.0204675639066515	0.0169689434877692	0.031018288080837	0.0421905633465756	0.020534637073022	0.0288533021588664	0.0344100434816765	0.0556844549825114
